Security;MSFT US Equity;ORCL US Equity;AAPL US Equity;CRM US Equity;V US Equity;PYPL US Equity;MA US Equity;INTC US Equity;CSCO US Equity;NVDA US Equity;ADBE US Equity
2017-10-23;75.771;47.5045;150.682;98.44;105.7963;69.8;143.781;38.4405;32.1842;195.0578;172.16
2017-10-24;75.7998;48.15;151.579;98.66;106.6621;70.21;144.019;38.5535;32.3997;197.1015;171.58
2017-10-25;75.5787;47.8802;150.914;99.59;107.7247;71.02;144.453;38.3935;32.1374;192.1214;171.83
2017-10-26;75.7037;48.3138;151.878;100.05;108.0297;71.34;144.799;38.9301;32.1093;194.1352;173.75
2017-10-27;80.5577;49.017;157.32;100.7;107.9411;71.06;146.705;41.8016;32.2592;200.2562;177.33
2017-10-30;80.6346;48.8243;160.861;100.7;108.2658;71.15;147.13;41.7734;31.8938;202.2205;176.03
2017-10-31;79.9522;49.0363;163.1;102.34;108.2068;72.56;146.952;42.8278;31.9968;205.1669;175.16
2017-11-01;79.9522;48.7858;161.025;101.95;109.2792;72.38;147.071;43.9764;32.4372;205.5538;176.25
2017-11-02;80.7884;48.439;162.202;102.6;109.1906;72.25;146.439;44.3436;32.053;204.3038;180.94
2017-11-03;80.8749;48.3427;166.438;102.71;109.5645;73.39;147.466;43.6281;32.2967;207.0319;182.3
2017-11-06;81.1921;48.5546;168.127;102.42;110.1155;74.74;148.256;44.2271;32.2404;207.9645;180.8
2017-11-07;80.9999;48.6413;168.667;102.72;110.2828;74.41;148.138;44.3028;32.2311;210.3454;180.88
2017-11-08;81.2786;48.6895;170.047;105.03;110.6566;74.77;148.138;44.2271;32.3248;207.4982;184.06
2017-11-09;80.8269;47.4371;169.699;103.6;110.3319;74.1;147.466;43.8483;31.9031;203.6887;181.92
2017-11-10;80.6154;47.5141;169.138;105.24;110.0761;73.99;147.713;43.1664;31.8469;214.4228;181.72
2017-11-13;80.6731;47.5912;168.46;105.78;109.6039;74.03;147.861;43.3274;31.8094;210.9406;181.85
2017-11-14;80.7884;47.3985;165.913;106.23;110.1745;74.49;148.118;43.4316;31.8938;212.4783;181.32
2017-11-15;80.1605;47.0325;163.725;105.43;108.4724;73.43;146.518;43.0527;31.9594;208.3117;180.08
2017-11-16;80.373;47.3985;165.681;107.03;109.4235;77.7;148.493;43.2327;33.6178;209.9287;182.3
2017-11-17;79.6002;47.1481;164.761;107.58;108.2408;76.38;147.199;42.2667;33.6365;209.6807;182.24
2017-11-20;79.7258;47.2251;164.596;107.37;108.3689;76.01;147.733;42.2572;34.1987;212.3791;182.34
2017-11-21;80.8754;46.8494;167.656;108.8;109.8474;77.77;150.647;42.5603;34.3392;214.3335;184.15
2017-11-22;80.2861;46.8012;169.418;106.83;109.2264;77.57;149.402;42.2856;34.1518;213.3705;182.9
2017-11-24;80.431;47.2155;169.428;107.15;110.3599;78.57;150.874;42.3803;34.1893;215.3858;184.46
2017-11-27;81.0203;47.0903;168.576;106.58;110.764;77.84;151.101;42.1341;34.5453;212.5862;185.0
2017-11-28;81.996;47.2155;167.588;106.46;111.7299;77.79;152.306;42.3614;35.3511;209.1811;185.4
2017-11-29;80.5083;46.7434;164.112;103.53;108.2802;73.25;146.537;41.6227;35.1169;194.9948;176.85
2017-11-30;81.3101;47.2637;166.407;104.32;110.971;75.73;148.631;42.4656;34.9482;199.2537;181.47
2017-12-01;81.397;47.7935;165.632;103.83;109.1377;75.3;147.861;42.314;35.2293;196.2457;179.52
2017-12-04;78.3251;46.6278;164.422;99.85;105.8852;70.97;141.677;42.1341;35.3417;185.3056;168.44
2017-12-05;78.8177;46.2328;164.267;100.69;107.0186;71.2;143.357;41.1397;34.9576;186.3778;167.54
2017-12-06;79.9673;46.6471;163.657;102.92;108.1619;73.14;145.619;41.1492;35.0513;187.8868;173.52
2017-12-07;79.6872;46.7434;163.957;104.07;109.7981;73.69;147.624;40.7988;35.0419;190.597;174.61
2017-12-08;81.3004;47.7839;164.006;103.44;110.9808;72.91;148.059;41.0545;35.2387;190.1006;173.57
2017-12-11;82.3341;48.622;167.201;104.54;110.7541;73.29;149.036;41.3481;35.5666;193.2476;174.31
2017-12-12;82.6722;48.545;166.262;103.67;111.8285;73.62;150.637;41.0355;35.519800000000004;189.4553;172.54
2017-12-13;82.45;48.2174;166.814;103.94;111.6806;74.09;149.837;41.045;35.7446;184.8291;176.83
2017-12-14;81.8124;48.3523;166.765;104.24;111.2962;74.26;150.074;40.9692;35.5104;185.117;175.0
2017-12-15;83.899;46.5315;168.46;105.48;112.1833;75.65;151.526;42.2004;35.7821;190.1701;177.51
2017-12-18;83.445;45.9631;170.832;105.08;111.9172;75.32;151.249;43.8104;36.0538;196.4641;176.74
2017-12-19;82.9137;46.0691;169.012;104.26;110.5274;74.5;149.827;44.5491;35.8852;194.6871;174.97
2017-12-20;82.6142;46.1461;168.828;103.39;110.5077;74.0;149.599;45.0415;36.2974;195.3721;174.25
2017-12-21;82.5949;45.5488;169.467;103.62;110.7936;74.02;148.691;44.2839;36.1007;194.4687;174.56
2017-12-22;82.6045;45.6259;169.467;102.63;111.0695;73.89;149.007;44.2271;36.1194;193.8532;175.0
2017-12-26;82.4983;45.6933;165.168;102.54;111.3652;74.27;149.432;43.6399;36.0538;196.0074;174.44
2017-12-27;82.7977;45.6452;165.197;102.65;112.3804;74.59;149.55;43.6683;36.1288;195.7394;175.36
2017-12-28;82.8074;45.7801;165.661;102.79;112.7057;74.17;149.916;43.7725;36.1569;195.9677;175.55
2017-12-29;82.6335;45.5488;163.87;102.23;112.3804;73.62;149.511;43.7157;35.8852;192.096;175.24
2018-01-02;83.0296;44.9226;166.804;104.41;112.8634;73.84;150.054;44.3691;36.4099;197.9036;177.7
2018-01-03;83.416;45.9631;166.775;105.29;113.987;76.75;151.941;42.8633;36.7003;210.9284;181.04
2018-01-04;84.1502;46.4159;167.55;106.68;114.4108;76.73;153.906;42.0773;36.8042;212.0402;183.22
2018-01-05;85.1935;46.6953;169.457;108.1;117.1508;78.7;157.097;42.3709;37.3139;213.8371;185.34
2018-01-08;85.2804;47.1866;168.828;108.86;117.6239;79.05;157.572;42.3709;37.7009;220.3892;185.04
2018-01-09;85.2225;47.4477;168.808;109.15;117.3972;79.19;157.799;41.3102;37.4649;220.3296;186.7
2018-01-10;84.8361;47.1963;168.77;108.8;117.2691;79.37;158.155;40.2495;37.6726;222.057;187.11
2018-01-11;85.0872;47.3413;169.728;109.1;118.1167;79.75;159.204;41.1113;37.8519;222.4541;188.92
2018-01-12;86.5556;47.8829;171.481;110.24;118.3631;80.54;160.599;40.9503;38.5788;221.3621;195.05
2018-01-16;85.348;47.9603;170.61;108.89;118.6588;80.42;160.559;40.8556;38.2673;218.5129;192.46
2018-01-17;87.0772;48.618;173.427;110.04;120.2259;82.47;162.568;42.0394;38.8903;223.0895;196.49
2018-01-18;87.0386;48.5793;173.582;111.77;121.3397;82.94;163.715;42.1246;38.9846;222.8115;196.2
2018-01-19;86.942;48.9178;172.808;111.93;120.9356;83.84;165.051;42.4466;38.9752;228.4404;195.73
2018-01-22;88.4973;49.0435;171.394;112.89;122.5421;83.98;166.486;43.3274;39.3245;231.9944;197.84
2018-01-23;88.7774;49.44;171.433;113.24;122.8575;84.21;165.407;43.621;39.7398;237.1765;200.09
2018-01-24;88.7001;49.7592;168.702;112.85;122.759;83.71;165.229;43.1001;39.8059;234.0891;197.78
2018-01-25;89.1928;49.9042;165.69;111.96;123.4193;84.34;166.792;42.9012;39.551;234.6351;197.51
2018-01-26;90.864;51.0165;166.078;113.7;124.5035;85.45;168.524;47.4281;40.174;241.5644;201.3
2018-01-29;90.7288;50.2331;162.64;113.3;123.0448;84.31;166.753;47.3334;40.4478;245.0589;198.23
2018-01-30;89.5889;49.2853;161.682;112.23;121.7734;83.78;165.407;46.2064;39.8814;240.9589;196.9
2018-01-31;91.7818;49.8946;162.127;113.91;122.4436;85.32;167.198;45.5908;39.2112;244.0165;199.76
2018-02-01;91.0572;49.9333;162.466;112.74;123.9122;78.4;171.086;45.1268;39.3622;238.755;199.38
2018-02-02;88.6615;48.4826;155.416;110.78;119.1713;76.57;168.731;43.7062;38.6354;231.8256;195.64
2018-02-05;85.0099;46.5096;151.533;107.65;114.598;74.705;162.835;42.1625;36.6059;212.1494;190.27
2018-02-06;88.2268;47.7765;157.866;109.57;118.2448;75.68;167.475;42.8204;37.918;223.9432;194.47
2018-02-07;86.5652;47.264;154.487;110.05;117.9294;75.59;166.931;43.0969;38.0785;227.1399;192.34
2018-02-08;82.1215;45.3007;150.236;104.03;112.2227;72.32;158.907;40.7609;36.5965;215.9417;185.16
2018-02-09;85.1838;46.1614;152.074;106.98;114.6473;74.75;163.438;41.9051;37.3139;230.3961;187.99
2018-02-12;86.1015;46.5676;158.199;108.55;116.7664;75.28;166.397;42.7441;38.3239;226.3755;192.15
2018-02-13;86.7778;46.8965;159.784;107.69;116.6481;74.97;168.306;42.3913;38.9186;230.9421;193.48
2018-02-14;88.1365;47.8249;162.73;109.02;119.0925;77.27;170.68;43.2685;39.7304;239.6683;197.13
2018-02-15;89.9321;48.9758;168.194;113.12;120.7315;78.295;172.827;43.7834;41.6088;244.7114;202.97
2018-02-16;89.2915;49.0435;167.649;112.86;120.3069;78.37;173.777;43.4402;41.8448;242.0707;201.56
2018-02-20;89.9903;48.2504;167.085;114.35;120.4649;77.06;173.48;44.1648;41.5899;247.2727;202.98
2018-02-21;88.7965;47.8056;166.327;114.48;118.9049;76.51;170.482;43.8025;40.882;239.7577;202.09
2018-02-22;89.0295;47.9603;167.717;113.0;118.8555;77.7;171.106;43.669;40.5327;240.5424;202.61
2018-02-23;91.2909;48.8404;170.634;114.96;121.3732;79.69;173.886;45.5092;41.5333;244.2973;209.74
2018-02-26;92.6108;49.4884;174.008;116.65;123.0122;79.35;175.973;46.825;42.817;244.943;212.15
2018-02-27;91.4267;49.0628;173.444;116.47;121.8076;79.46;174.054;47.5878;42.515;244.4265;208.82
2018-02-28;91.0094;49.0048;173.182;116.25;121.3831;79.41;173.886;46.9966;42.2696;240.3934;209.13
2018-03-01;90.1165;48.0764;170.148;119.43;118.8753;78.64;171.64;45.6141;41.3445;230.6684;206.03
2018-03-02;90.3106;48.6663;171.325;121.92;119.2406;78.87;173.154;46.701;41.5899;234.9697;209.79
2018-03-05;90.8832;49.6044;171.918;122.5;120.3365;79.07;176.626;47.4352;42.0241;234.0856;211.16
2018-03-06;90.5726;49.8075;171.772;124.48;119.5269;79.23;175.637;48.3505;41.807;240.5523;212.01
2018-03-07;91.0968;50.0203;170.177;125.33;120.3069;79.52;177.299;48.9322;41.7221;240.2345;216.86
2018-03-08;91.65;50.4168;172.034;126.36;120.6722;79.87;177.339;48.3792;41.8542;239.5788;216.4
2018-03-09;93.6979;51.2292;174.99;127.41;122.9332;80.71;181.286;49.7617;42.8265;243.7013;221.11
2018-03-12;93.9211;51.1615;176.682;126.78;122.6666;80.6;180.593;49.1229;42.9964;248.1019;220.94
2018-03-13;91.6306;50.852;174.98;126.73;121.6398;80.2;179.08;49.3708;42.6283;246.0655;219.76
2018-03-14;91.087;50.6006;173.493;127.99;121.0277;83.31;178.199;49.447;42.7415;247.0887;218.44
2018-03-15;91.4073;50.6489;173.697;127.22;121.8471;82.57;179.02;48.5126;42.7887;247.6847;218.87
2018-03-16;91.815;50.5522;173.084;125.97;122.953;82.16;180.603;48.7891;42.4867;248.8171;225.55
2018-03-19;90.1553;50.2427;170.44;124.98;121.6497;80.3;178.654;48.465;41.7881;239.4;222.18
2018-03-20;90.3882;45.5038;170.381;125.12;123.3281;80.86;180.564;49.1515;41.8825;247.9231;229.75
2018-03-21;89.7574;45.4748;166.522;121.7;121.6595;81.04;178.823;49.161;41.8259;246.9099;226.85
2018-03-22;87.1466;44.3819;164.169;118.04;118.4705;78.56;173.648;48.465;40.6554;240.2444;220.52
2018-03-23;84.6134;43.318;160.367;114.43;115.5183;76.44;169.998;47.0634;40.0419;231.4234;215.02
2018-03-26;91.0191;44.9525;167.98;118.97;119.1122;78.95;175.281;50.0382;41.5899;242.8569;228.91
2018-03-27;86.836;43.8887;163.673;113.81;115.9133;76.31;170.68;48.8082;40.2873;224.0228;213.8
2018-03-28;86.7583;43.5018;161.864;112.88;115.5084;75.06;168.533;47.2922;39.3245;219.8805;212.54
2018-03-29;88.583;44.2465;163.128;116.3;118.1051;75.87;173.292;49.6568;40.4855;230.0525;216.08
2018-04-02;85.914;43.5308;162.059;115.3;116.8907;75.0;169.77;46.6438;38.7109;219.5825;212.28
2018-04-03;87.0689;43.4148;163.721;116.49;117.6905;74.56;170.631;47.4352;39.0602;223.8539;215.93
2018-04-04;89.6118;44.0144;166.852;119.48;118.2927;74.78;171.838;47.664;39.2029;224.738;225.05
2018-04-05;89.6603;44.4496;168.009;119.04;119.6553;76.95;173.925;48.0359;39.7928;219.9103;223.54
2018-04-06;87.5736;43.356700000000004;163.712;116.1;116.2095;73.86;168.129;46.5199;38.7557;212.8276;218.61
2018-04-09;88.0977;43.4244;165.335;117.19;117.2857;75.19;168.764;47.2445;39.1743;213.9799;219.17
2018-04-10;90.1456;44.3142;168.447;119.49;119.1912;76.79;173.103;48.8845;40.4494;226.3969;224.53
2018-04-11;89.1556;44.1111;167.659;119.16;118.2631;76.5;170.765;48.7224;40.3733;224.738;223.63
2018-04-12;90.825;44.3722;169.312;121.4;119.5368;77.46;173.182;50.267;41.2392;233.0425;226.96
2018-04-13;90.3397;44.5657;169.886;119.01;119.2208;77.27;172.657;49.447;40.9156;229.9631;224.06
2018-04-16;91.3976;44.721;170.945;119.41;120.3365;77.8;172.261;49.9619;41.2011;229.9532;226.52
2018-04-17;93.2417;45.3134;173.298;123.35;122.2322;80.03;176.69;51.0489;42.4286;235.963;231.16
2018-04-18;93.6008;45.7213;172.909;124.46;122.9036;80.34;177.799;51.1156;42.4666;234.8008;231.1
2018-04-19;93.2805;45.4688;168.009;124.06;122.3902;79.68;177.353;49.7903;42.4;227.5194;227.62
2018-04-20;92.2032;44.8958;161.125;122.82;122.6271;78.73;175.441;49.1324;41.9528;227.1916;225.24
2018-04-23;92.5429;44.4783;160.659;121.89;122.8838;78.21;173.806;48.7224;42.1051;222.3937;225.3
2018-04-24;90.3785;44.216;158.422;117.88;119.7342;75.28;171.637;49.0561;41.6198;219.7315;217.89
2018-04-25;89.5924;44.4297;159.113;117.32;119.675;74.0;170.874;48.9894;41.5912;215.2216;217.32
2018-04-26;91.485;44.6336;159.667;120.83;125.4707;76.03;176.511;50.5817;42.067;223.7248;221.91
2018-04-27;92.999;44.216;157.82;120.22;124.4142;74.13;174.312;50.2766;42.5428;224.8274;221.9
2018-04-30;90.7668;44.352;160.678;120.99;125.2732;74.61;176.62;49.2182;42.1431;223.4069;221.6
2018-05-01;92.2032;44.6239;164.412;123.11;125.8952;74.81;178.582;50.8486;42.6569;225.6321;224.08
2018-05-02;90.7571;44.1966;171.675;122.82;124.7795;71.73;184.1;49.8761;41.734;224.8076;221.1
2018-05-03;91.3006;43.7596;171.986;124.41;125.5694;73.45;184.754;49.8475;42.2858;231.4432;226.05
2018-05-04;92.3585;44.3908;178.733;125.12;126.537;73.99;186.429;50.6147;43.1042;237.4729;228.51
2018-05-07;93.3873;44.7405;180.026;126.97;127.6231;74.67;187.35;51.1421;43.5133;247.0291;230.99
2018-05-08;92.9893;44.6142;180.892;128.75;128.255;75.72;188.767;51.4298;43.4943;248.7376;234.56
2018-05-09;94.0861;45.2357;182.165;129.73;129.1831;77.01;188.866;52.1107;43.8083;254.0819;239.74
2018-05-10;95.0275;45.5756;184.771;130.62;129.341;79.19;191.263;52.7244;44.0557;258.403;241.15
2018-05-11;94.8237;45.4688;184.068;130.63;130.1506;79.2;191.561;52.4271;43.7036;252.8402;241.88
2018-05-14;95.144;45.4688;183.639;127.69;129.5484;78.81;190.342;52.6477;43.4848;253.6647;238.37
2018-05-15;94.4549;45.4591;181.97;128.13;129.4398;77.79;190.223;51.7079;43.2754;243.9298;236.6
2018-05-16;94.6986;45.3814;183.668;128.77;129.2324;77.82;190.6;52.3984;42.9709;244.3768;237.39
2018-05-17;93.7531;45.1969;182.507;126.05;128.4907;79.19;189.431;52.5614;41.3533;246.0655;236.85
2018-05-18;93.9285;44.9832;181.843;126.96;128.4907;80.79;188.638;51.3051;41.1155;244.3072;238.09
2018-05-21;95.1372;45.8476;183.131;126.37;129.2126;81.25;189.431;52.0915;41.6293;242.6185;238.1
2018-05-22;95.0398;45.0318;182.673;125.44;129.2621;80.62;189.847;52.2162;41.5341;241.0888;238.79
2018-05-23;96.1705;45.5465;183.844;128.09;130.4191;81.08;191.204;52.945;41.5627;246.0487;243.91
2018-05-24;95.8293;45.1192;183.639;128.74;130.429;81.55;190.134;52.5039;41.458;246.1978;245.15
2018-05-25;95.8781;45.6436;184.059;127.96;129.8258;80.96;189.401;53.1655;41.163;247.7782;243.56
2018-05-29;95.5369;44.925;183.395;126.88;128.2534;80.73;187.776;53.0505;40.8871;247.0924;242.19
2018-05-30;96.4532;45.6922;183.005;129.3;129.1929;81.6;189.985;53.3957;40.7729;251.4658;247.4
2018-05-31;96.3459;45.3717;182.39;129.33;129.272;82.07;188.361;52.9354;40.6397;250.6707;249.28
2018-06-01;98.2467;45.9835;185.679;130.52;129.4005;83.25;193.562;54.7383;41.5437;256.068;251.31
2018-06-04;99.1045;45.9544;187.231;132.65;131.5959;84.57;195.9;54.4985;41.4675;263.2544;253.34
2018-06-05;99.6114;45.7699;188.675;134.12;132.0805;85.05;197.515;54.2108;41.5532;263.4731;252.7
2018-06-06;99.9038;46.372;189.329;135.55;134.7704;85.21;201.329;54.6903;42.1146;263.5526;253.95
2018-06-07;98.3345;46.304;188.822;132.91;132.3574;83.27;197.693;53.5875;41.5341;261.3161;247.51
2018-06-08;99.0655;46.7896;187.104;133.53;133.2474;84.34;198.189;52.7915;41.3724;260.6999;251.21
2018-06-11;98.5002;46.7993;186.645;133.98;132.4266;83.89;196.653;52.2833;41.5722;259.0499;251.0
2018-06-12;98.7536;47.0518;187.67;136.26;133.3661;85.02;198.278;52.571;41.8101;260.9981;252.59
2018-06-13;98.3052;46.877;186.128;136.5;132.9112;85.27;197.565;52.7724;41.8767;260.8192;256.13
2018-06-14;98.8608;44.5754;186.225;138.41;133.5046;85.61;197.465;53.2614;42.5237;265.302;258.1
2018-06-15;97.6034;44.9444;184.312;138.41;133.6035;85.31;197.683;52.8491;42.1051;263.6619;251.82
2018-06-18;98.315;45.1775;184.215;139.8;134.6913;85.85;199.269;51.0366;42.067;263.493;255.69
2018-06-19;98.315;44.9347;181.238;139.52;133.6133;84.52;197.842;50.7585;41.6959;258.6026;251.74
2018-06-20;99.2995;41.5843;182.029;138.94;133.999;85.95;199.675;51.2668;41.6198;260.7297;251.24
2018-06-21;98.5879;41.8562;181.013;137.88;133.0398;85.97;198.922;50.0489;41.0679;255.561;248.83
2018-06-22;97.8763;42.8273;180.486;135.01;133.8309;85.12;199.615;50.3462;41.1059;249.4381;243.63
2018-06-25;95.9073;43.0021;177.802;133.19;129.4796;82.19;193.176;48.6296;40.2401;237.6794;239.68
2018-06-26;96.5799;43.1284;180.008;135.48;131.0817;82.32;194.642;47.6323;40.4875;240.5321;242.25
2018-06-27;95.0787;42.1961;179.745;133.22;129.5687;80.67;191.392;46.7596;40.2781;234.2999;237.68
2018-06-28;96.1412;42.5748;181.052;135.12;131.2696;82.48;195.276;47.2295;40.8586;239.4089;239.81
2018-06-29;96.1217;42.7885;180.672;136.4;130.9828;83.27;194.701;47.6706;40.9442;235.4728;243.81
2018-07-02;97.4864;43.6528;182.692;140.43;131.0323;83.89;195.841;48.1405;40.7349;240.7806;243.26
2018-07-03;96.5506;43.4294;179.51;137.84;129.9939;83.27;194.473;47.4405;40.6016;235.4131;242.01
2018-07-05;97.2427;44.0995;180.955;139.77;131.8135;84.59;197.03;48.668;40.8126;241.2677;244.18
2018-07-06;98.6074;44.6725;183.463;141.4;132.6046;85.94;197.922;49.2625;40.9564;245.8399;248.19
2018-07-09;99.28;45.3814;186.011;141.76;134.0188;86.23;199.321;49.7324;40.9181;247.7484;249.77
2018-07-10;99.5432;45.6339;185.786;142.45;135.1758;86.17;199.906;50.0201;41.1003;251.7243;248.63
2018-07-11;99.4067;46.2652;183.375;145.25;136.6197;86.25;202.208;49.0995;40.8222;246.0387;248.12
2018-07-12;101.5609;46.7604;186.45;148.16;138.3503;89.13;206.116;50.2023;41.7907;249.7165;254.87
2018-07-13;102.7697;47.2266;186.743;147.61;137.8756;87.99;204.261;50.0776;40.0646;247.818;258.59
2018-07-16;102.2628;47.2461;186.333;146.96;136.9262;87.77;202.446;49.8763;40.7551;246.7047;254.68
2018-07-17;103.2765;47.6751;186.86;147.02;138.0932;88.58;204.717;49.6269;40.6016;252.1616;258.31
2018-07-18;102.4675;47.4216;185.835;147.84;139.3392;88.22;206.692;49.5982;40.477;250.1836;259.78
2018-07-19;101.7656;47.2266;187.28;147.16;138.5777;87.38;204.41;49.8475;40.6592;250.5116;257.68
2018-07-20;103.5885;47.3046;186.85;146.87;139.4282;87.47;205.055;49.7804;40.2852;249.3785;257.54
2018-07-23;105.2456;47.4508;187.016;147.56;138.4788;89.24;206.176;50.164;40.3331;247.9074;259.47
2018-07-24;104.9434;47.4508;188.373;146.0;138.4788;91.41;207.902;50.0393;40.6496;247.2116;257.49
2018-07-25;108.0334;47.7238;190.149;148.87;141.0599;91.37;212.445;50.279;41.388;250.3526;263.17
2018-07-26;106.8539;47.6458;189.554;147.57;140.9215;89.14;205.709;50.0201;41.7428;253.3047;261.93
2018-07-27;104.9629;47.4118;186.401;143.91;139.1513;85.46;201.315;45.7239;40.8222;250.5017;254.81
2018-07-30;102.7112;46.5344;185.357;138.03;134.9682;82.39;196.286;45.7335;40.4386;242.6592;242.32
2018-07-31;103.4033;46.4856;185.728;137.15;135.2253;82.14;196.415;46.1267;40.5537;243.3848;244.68
2018-08-01;103.5982;46.1639;196.669;137.68;136.7186;83.46;199.589;46.8075;40.1413;244.9851;248.01
2018-08-02;104.8557;46.7001;202.418;141.14;137.3811;85.53;200.392;47.4501;40.7838;249.1101;252.22
2018-08-03;105.3138;47.2558;203.003;141.04;138.2712;85.19;199.589;47.5939;41.0715;250.5812;253.28
2018-08-06;105.4015;47.4508;204.057;142.71;138.1624;85.77;199.926;47.565;41.5222;252.4996;254.11
2018-08-07;106.1326;47.2656;202.144;144.44;138.7261;86.3;200.998;47.9509;41.7907;255.402;253.39
2018-08-08;106.7272;47.1778;202.281;145.17;139.1216;86.74;201.236;48.2017;42.0401;256.8631;253.83
2018-08-09;106.9027;47.3241;203.872;145.82;138.4591;87.17;201.97;48.3754;41.9825;254.9149;253.8
2018-08-10;106.2496;47.1096;203.265;145.51;138.1822;87.01;201.027;47.1308;41.9825;253.255;253.7
2018-08-13;105.4795;46.8073;204.577;144.45;138.6569;87.01;200.69;46.7449;41.9537;254.577;253.54
2018-08-14;106.7954;47.0218;205.439;146.57;139.2008;87.73;202.247;46.4265;42.1935;259.855;256.05
